run_date,fund_symbol,fund_name,holding_symbol,holding_name,weight_pct
2026-05-08,0P0001MAES.BO,Tata Dividend Yield Fund-Direct Plan-IDCW Payout,,,0
2026-05-08,0P0001MAEU.BO,Tata Dividend Yield Fund-Regular Plan-Growth,,,0
2026-05-08,0P0001MAEV.BO,Tata Dividend Yield Fund-Regular Plan-IDCW Payout,,,0
2026-05-08,0P0000XVSM.BO,UTI Dividend Yield Fund - Direct Plan - IDCW,,,0
2026-05-08,0P00005UYE.BO,UTI Dividend Yield Fund - Regular Plan - IDCW,,,0
2026-05-08,0P00005UYF.BO,UTI-Dividend Yield Fund.-Growth,,,0
2026-05-08,0P0000XVSK.BO,UTI-Dividend Yield Fund.-Growth-Direct,,,0
2026-05-08,0P0001Q6FK.BO,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,,,0
2026-05-08,0P0001Q6FL.BO,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout,,,0
2026-05-08,0P0001Q6FM.BO,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,,,0
2026-05-08,0P0001Q6FN.BO,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,,,0
2026-05-08,0P0000XVYC.BO,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,,,0
2026-05-08,0P0000GB29.BO,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,,,0
2026-05-08,0P0000XVYB.BO,Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW,,,0
2026-05-08,0P00005V5W.BO,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,,,0
2026-05-08,0P0000XVU7.BO,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0000XVU4.BO,Axis ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P0000N0B5.BO,Axis ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P0000N0B6.BO,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P0001UET0.BO,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,,,0
2026-05-08,0P0001UET1.BO,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW,,,0
2026-05-08,0P0001UET2.BO,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,,,0
2026-05-08,0P0001UET3.BO,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW,,,0
2026-05-08,0P0000XV1I.BO,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P0000XV1J.BO,BANDHAN ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P0000JXJE.BO,BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P0000K0LR.BO,BANDHAN ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P0000XVZR.BO,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,,,0
2026-05-08,0P0000XVZQ.BO,BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW,,,0
2026-05-08,0P0000K1C0.BO,BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,,,0
2026-05-08,0P0000JTF3.BO,BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW,,,0
2026-05-08,0P0000K1PL.BO,BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,,,0
2026-05-08,0P0000K1PK.BO,BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW,,,0
2026-05-08,0P0000XVZI.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0000XVZH.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option,,,0
2026-05-08,0P00005X1I.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,,,0
2026-05-08,0P00005X1J.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,,,0
2026-05-08,0P0000XW04.BO,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,,,0
2026-05-08,0P0000XW03.BO,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout),,,0
2026-05-08,0P0000K1D1.BO,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION,,,0
2026-05-08,0P00005V7F.BO,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),,,0
2026-05-08,0P0000XW2T.BO,DSP ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P0000XW2S.BO,DSP ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P00008TMV.BO,DSP ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P00008T5J.BO,DSP ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P0000XYO7.BO,Edelweiss ELSS Tax Saver Fund - Direct Plan - IDCW Option,,,0
2026-05-08,0P0000XYOA.BO,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,,,0
2026-05-08,0P0000K1CG.BO,Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P0000K1CE.BO,Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option,,,0
2026-05-08,0P0000XW5P.BO,Franklin India ELSS Tax Saver Fund - Direct - Growth,,,0
2026-05-08,0P0000XW5O.BO,Franklin India ELSS Tax Saver Fund - Direct - IDCW,,,0
2026-05-08,0P00005VDH.BO,Franklin India ELSS Tax Saver Fund - IDCW,,,0
2026-05-08,0P00005VDI.BO,Franklin India ELSS Tax Saver Fund-Growth,,,0
2026-05-08,0P0001BN7E.BO,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option,,,0
2026-05-08,0P0001BN7D.BO,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,,,0
2026-05-08,0P0001BN7A.BO,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),,,0
2026-05-08,0P0001BN79.BO,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,,,0
2026-05-08,0P0000XW8Z.BO,HDFC ELSS Tax saver - Growth Option - Direct Plan,,,0
2026-05-08,0P00005WNB.BO,HDFC ELSS Tax saver - Growth Plan,,,0
2026-05-08,0P0000XW8Y.BO,HDFC ELSS Tax saver - IDCW Option - Direct Plan,,,0
2026-05-08,0P00005WNA.BO,HDFC ELSS Tax saver - IDCW Plan,,,0
2026-05-08,0P0000XV8K.BO,HSBC ELSS Tax saver Fund - Direct Growth,,,0
2026-05-08,0P0000XV8H.BO,HSBC ELSS Tax saver Fund - Direct IDCW Payout,,,0
2026-05-08,0P00005VCS.BO,HSBC ELSS Tax saver Fund - Regular Growth,,,0
2026-05-08,0P00005VCT.BO,HSBC ELSS Tax saver Fund - Regular IDCW Payout,,,0
2026-05-08,0P0000XUZ4.BO,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P0000XUZ3.BO,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P00005WD7.BO,ICICI Prudential ELSS Tax Saver Fund - Growth,,,0
2026-05-08,0P00005WD6.BO,ICICI Prudential ELSS Tax Saver Fund - IDCW,,,0
2026-05-08,0P0000XVI2.BO,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P0000XVHW.BO,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW Payout,,,0
2026-05-08,0P000093T8.BO,Invesco India ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P000093KY.BO,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout,,,0
2026-05-08,0P0001I1NF.BO,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0001I1NG.BO,ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option,,,0
2026-05-08,0P0001I1NH.BO,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P0001I1NI.BO,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,,,0
2026-05-08,0P0000XV54.BO,JM ELSS Tax Saver Fund (Direct) - Growth Option,,,0
2026-05-08,0P0000XV51.BO,JM ELSS Tax Saver Fund (Direct) - IDCW,,,0
2026-05-08,0P0000AEKI.BO,JM ELSS Tax Saver Fund (Regular) - Growth option,,,0
2026-05-08,0P0000AEKJ.BO,JM ELSS Tax Saver Fund (Regular) - IDCW,,,0
2026-05-08,0P00005WUL.BO,Kotak ELSS Tax Saver Fund-Growth,,,0
2026-05-08,0P0000XV6Q.BO,Kotak ELSS Tax Saver Fund-Growth - Direct,,,0
2026-05-08,0P00005WUM.BO,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option,,,0
2026-05-08,0P0000XV6R.BO,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,,,0
2026-05-08,0P0000XV9L.BO,LIC MF ELSS Tax Saver-Direct Plan-Growth,,,0
2026-05-08,0P0000XV9M.BO,LIC MF ELSS Tax Saver-Direct Plan-IDCW,,,0
2026-05-08,0P00005WW5.BO,LIC MF ELSS Tax Saver-Regular Plan-Growth,,,0
2026-05-08,0P00005WW4.BO,LIC MF ELSS Tax Saver-Regular Plan-IDCW,,,0
2026-05-08,0P00018X6V.BO,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,,,0
2026-05-08,0P00018X6W.BO,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P00018X6U.BO,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,,,0
2026-05-08,0P00018X6X.BO,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,,,0
2026-05-08,0P00017844.BO,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P00017845.BO,Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P00017842.BO,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P00017843.BO,Mirae Asset ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P000159Q0.BO,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P000159Q1.BO,Motilal Oswal ELSS Tax Saver Fund - IDCW Payout,,,0
2026-05-08,0P000159Q2.BO,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P000159PZ.BO,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,,,0
2026-05-08,0P000178SL.BO,Navi ELSS Tax Saver Fund - Direct Plan IDCW Payout,,,0
2026-05-08,0P000178SJ.BO,Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout,,,0
2026-05-08,0P000178SK.BO,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,,,0
2026-05-08,0P000178SI.BO,Navi ELSS Tax Saver Fund- Regular Plan- Growth Option,,,0
2026-05-08,0P0001QH6X.BO,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN GROWTH,,,0
2026-05-08,0P0001QH6Y.BO,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - DIRECT PLAN IDCW PAYOUT,,,0
2026-05-08,0P0001QH6Z.BO,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN GROWTH,,,0
2026-05-08,0P0001QH70.BO,NAVI ELSS TAX SAVER NIFTY 50 INDEX FUND - REGULAR PLAN IDCW PAYOUT,,,0
2026-05-08,0P00015E15.BO,NIPPON INDIA ELSS TAX SAVER FUND - ANNUAL IDCW Option,,,0
2026-05-08,0P00015E14.BO,NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - ANNUAL IDCW Option,,,0
2026-05-08,0P0000XVG1.BO,NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - IDCW Option,,,0
2026-05-08,0P0000XVG0.BO,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,,,0
2026-05-08,0P00005UQK.BO,NIPPON INDIA ELSS TAX SAVER FUND - IDCW Option,,,0
2026-05-08,0P00005UQM.BO,Nippon India ELSS Tax Saver Fund-Growth Plan-Growth Option,,,0
2026-05-08,0P0001QM1Y.BO,NJ ELSS Tax Saver Scheme Direct Growth,,,0
2026-05-08,0P0001QM1Z.BO,NJ ELSS Tax Saver Scheme Direct IDCW,,,0
2026-05-08,0P0001QM20.BO,NJ ELSS Tax Saver Scheme Regular Growth,,,0
2026-05-08,0P0001QM21.BO,NJ ELSS Tax Saver Scheme Regular IDCW,,,0
2026-05-08,0P000175WD.BO,PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,,,0
2026-05-08,0P000175WC.BO,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P000175WB.BO,PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,,,0
2026-05-08,0P000175WA.BO,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P0001HZ17.BO,Parag Parikh ELSS Tax Saver Fund- Direct Growth,,,0
2026-05-08,0P0001HZ16.BO,Parag Parikh ELSS Tax Saver Fund- Regular Growth,,,0
2026-05-08,0P0000XW51.BO,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,,,0
2026-05-08,0P00005VCJ.BO,quant ELSS Tax Saver Fund - Growth Option - Regular Plan,,,0
2026-05-08,0P0000XW50.BO,quant ELSS Tax Saver Fund - IDCW Option - Direct Plan,,,0
2026-05-08,0P00005VCK.BO,quant ELSS Tax Saver Fund - IDCW Option - Regular Plan,,,0
2026-05-08,0P0000JXIT.BO,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,,,0
2026-05-08,0P0000K003.BO,Quantum ELSS Tax Saver Fund - Direct Plan IDCW,,,0
2026-05-08,0P0001A3FA.BO,Quantum ELSS Tax Saver Fund - Regular Plan Growth Option,,,0
2026-05-08,0P0001A3F9.BO,Quantum ELSS Tax Saver Fund - Regular Plan IDCW,,,0
2026-05-08,0P0001PYOW.BO,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0001PYOX.BO,Samco ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P0000XVL3.BO,SBI ELSS Tax Saver Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-05-08,0P0000XVL9.BO,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,,,0
2026-05-08,0P00005USL.BO,SBI ELSS Tax Saver Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,0
2026-05-08,0P00009J48.BO,SBI ELSS Tax Saver FUND - REGULAR PLAN- GROWTH,,,0
2026-05-08,0P0001FAJG.BO,Shriram ELSS Tax Saver Fund - Direct Growth,,,0
2026-05-08,0P0001FAJH.BO,Shriram ELSS Tax Saver Fund - Direct- IDCW,,,0
2026-05-08,0P0001FAJJ.BO,Shriram ELSS Tax Saver Fund - Regular-IDCW,,,0
2026-05-08,0P0001BLNN.BO,Sundaram ELSS Tax Saver Fund Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),,,0
2026-05-08,0P0000XVCZ.BO,Sundaram ELSS Tax Saver Fund Direct Plan Growth,,,0
2026-05-08,0P00005V2U.BO,Sundaram ELSS Tax Saver Fund Regular Growth,,,0
2026-05-08,0P0001BLNO.BO,Sundaram ELSS Tax Saver Fund Regular Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),,,0
2026-05-08,0P0000XVPJ.BO,Tata ELSS Fund- Direct Plan - Payout of IDCW Option,,,0
2026-05-08,0P00005UX3.BO,Tata ELSS Fund- Regular Plan - Payout of IDCW Option,,,0
2026-05-08,0P00014GLS.BO,Tata ELSS Fund-Growth-Direct Plan,,,0
2026-05-08,0P00014GLT.BO,Tata ELSS Fund-Growth-Regular Plan,,,0
2026-05-08,0P0000XVQD.BO,Taurus ELSS Tax Saver Fund - Direct Plan - Growth,,,0
2026-05-08,0P0000XVQA.BO,Taurus ELSS Tax Saver Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,,,0
2026-05-08,0P00005WID.BO,Taurus ELSS Tax Saver Fund - Regular Plan - Growth,,,0
2026-05-08,0P0000GB2V.BO,Taurus ELSS Tax Saver Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,,,0
2026-05-08,0P0000XVS4.BO,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0000XVS3.BO,Union ELSS Tax Saver Fund - Direct Plan - IDCW Option,,,0
2026-05-08,0P0000UJ5X.BO,Union ELSS Tax Saver Fund - Growth Option,,,0
2026-05-08,0P0000UJ5Y.BO,Union ELSS Tax Saver Fund - IDCW Option,,,0
2026-05-08,0P0000XVSQ.BO,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,,,0
2026-05-08,0P0000XVSV.BO,UTI ELSS Tax Saver Fund - Direct Plan - IDCW,,,0
2026-05-08,0P00005UYL.BO,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,,,0
2026-05-08,0P00005UYK.BO,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,,,0
2026-05-08,0P0001PL1U.BO,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,,,0
2026-05-08,0P0001PL1T.BO,WhiteOak Capital ELSS Tax Saver Fund Direct Plan IDCW,,,0
2026-05-08,0P0001PL1S.BO,WhiteOak Capital ELSS Tax Saver Fund Regular Plan Growth,,,0
2026-05-08,0P0001PL1R.BO,WhiteOak Capital ELSS Tax Saver Fund Regular Plan IDCW,,,0
2026-05-08,0P0001R3NQ.BO,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,,,0
2026-05-08,0P0001R3NR.BO,360 ONE FLEXICAP FUND-DIRECT PLAN- IDCW,,,0
2026-05-08,0P0001R3NT.BO,360 ONE FLEXICAP FUND-REGULAR PLAN- GROWTH,,,0
2026-05-08,0P0001R3NU.BO,360 ONE FLEXICAP FUND-REGULAR PLAN- IDCW,,,0
2026-05-08,0P0001YEMY.BO,Abakkus Flexi Cap Fund - Direct - Growth,,,0
2026-05-08,0P0001YEMZ.BO,Abakkus Flexi Cap Fund - Direct - IDCW,,,0
2026-05-08,0P0001YEN1.BO,Abakkus Flexi Cap Fund - Regular - Growth,,,0
2026-05-08,0P0001YEN2.BO,Abakkus Flexi Cap Fund - Regular - IDCW,,,0
2026-05-08,0P0000XVWD.BO,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,,,0
2026-05-08,0P00005V62.BO,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,,,0
2026-05-08,0P0000XVWC.BO,Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW,,,0
2026-05-08,0P00005X31.BO,Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,,,0
2026-05-08,0P0001BURF.BO,Axis Flexi Cap Fund - Direct Plan - Growth,,,0
2026-05-08,0P0001BURG.BO,Axis Flexi Cap fund - Direct Plan - IDCW,,,0
2026-05-08,0P0001BURC.BO,Axis Flexi Cap Fund - Regular Plan - Growth,,,0
2026-05-08,0P0001BURD.BO,Axis Flexi Cap Fund - Regular Plan - IDCW,,,0
2026-05-08,0P0001RCBD.BO,Bajaj Finserv Flexi Cap Fund -Regular Plan-Growth,,,0
2026-05-08,0P0001RCB9.BO,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,,,0
2026-05-08,0P0001RCBA.BO,Bajaj Finserv Flexi Cap Fund-Direct Plan-IDCW,,,0
